num__total_orders,num__total_spent,num__successful_payments,num__average_order_amount,will_reorder,cat__city_Abu Dhabi,cat__city_Ajman,cat__city_Dubai,cat__city_Sharjah
15,4049.99,0,270.0,0,False,False,False,True
28,930.55,26,33.23,1,False,False,False,True
7,2597.68,18,371.1,1,False,False,False,True
12,4050.96,28,337.58,1,True,False,False,False
29,1306.41,27,45.05,1,False,True,False,False
8,1266.75,0,158.34,0,False,False,True,False
15,2043.68,3,136.25,0,True,False,False,False
3,4478.48,9,1492.83,0,False,False,False,True
14,52.19,2,3.73,0,True,False,False,False
17,4511.85,26,265.4,1,False,False,True,False
4,811.34,19,202.84,0,False,False,True,False
18,4950.93,8,275.05,1,False,True,False,False
8,4776.49,2,597.06,0,False,False,False,True
4,2498.64,27,624.66,0,False,False,False,True
2,2587.97,5,1293.98,0,True,False,False,False
6,2433.67,5,405.61,1,False,False,False,True
22,3195.45,22,145.25,1,True,False,False,False
10,499.07,24,49.91,0,False,False,True,False
4,211.46,11,52.86,0,False,False,True,False
22,335.63,22,15.26,0,False,False,True,False
29,2249.61,29,77.57,1,False,False,True,False
18,1413.96,0,78.55,0,False,False,True,False
26,3129.1,15,120.35,1,True,False,False,False
12,4962.59,23,413.55,1,False,False,True,False
2,1962.3,4,981.15,0,True,False,False,False
10,2890.51,8,289.05,1,False,False,True,False
4,2107.24,9,526.81,0,True,False,False,False
14,4243.99,12,303.14,1,True,False,False,False
16,4516.07,14,282.25,1,True,False,False,False
15,4392.91,11,292.86,1,False,False,False,True
8,4873.14,4,609.14,1,True,False,False,False
14,186.22,4,13.3,0,True,False,False,False
23,4207.09,27,182.92,1,False,False,True,False
28,3771.27,27,134.69,1,True,False,False,False
25,1182.04,29,47.28,1,True,False,False,False
8,4783.78,17,597.97,1,False,True,False,False
21,783.48,11,37.31,1,False,False,False,True
16,3413.77,26,213.36,1,False,True,False,False
13,1163.21,2,89.48,0,False,False,True,False
18,2185.33,25,121.41,1,False,False,False,True
15,3609.84,24,240.66,1,False,False,False,True
21,2838.46,6,135.16,1,False,True,False,False
24,2166.13,16,90.26,1,False,False,False,True
26,1665.38,18,64.05,1,False,True,False,False
25,4206.32,27,168.25,1,True,False,False,False
28,761.88,17,27.21,1,False,True,False,False
28,2179.01,0,77.82,0,False,False,False,True
28,4523.6,24,161.56,1,False,False,False,True
13,4236.96,23,325.92,1,False,False,True,False
9,2034.66,4,226.07,1,False,False,True,False
29,3827.39,26,131.98,1,False,False,True,False
15,4124.65,27,274.98,1,False,False,True,False
13,4449.99,1,342.31,0,False,False,False,True
1,2745.3,0,2745.3,0,False,False,True,False
25,1062.08,6,42.48,1,False,True,False,False
7,1313.78,28,187.68,1,True,False,False,False
9,1513.69,10,168.19,1,False,False,False,True
24,2989.32,10,124.56,1,False,False,True,False
1,212.41,17,212.41,0,False,False,False,True
12,3198.41,16,266.53,1,False,False,True,False
8,1853.55,1,231.69,0,False,False,False,True
24,1511.45,6,62.98,1,False,False,True,False
11,4403.51,6,400.32,1,True,False,False,False
19,2327.01,9,122.47,1,False,False,True,False
17,520.51,21,30.62,1,False,True,False,False
8,4142.4,20,517.8,1,False,False,False,True
3,285.82,2,95.27,0,False,False,False,True
3,3647.41,29,1215.8,0,False,True,False,False
1,3880.84,11,3880.84,0,False,True,False,False
27,1795.38,2,66.5,0,True,False,False,False
5,4132.7,10,826.54,1,False,False,False,True
10,2602.51,28,260.25,1,True,False,False,False
7,2343.3,11,334.76,1,False,False,False,True
26,274.75,24,10.57,0,False,False,False,True
9,1485.64,3,165.07,0,True,False,False,False
28,4658.5,24,166.38,1,False,False,False,True
7,1989.53,15,284.22,1,False,False,False,True
9,2756.17,19,306.24,1,True,False,False,False
8,2683.51,17,335.44,1,False,False,True,False
12,2972.63,3,247.72,0,True,False,False,False
2,353.59,21,176.8,0,False,False,False,True
1,1842.77,5,1842.77,0,False,True,False,False
16,3629.48,20,226.84,1,False,False,True,False
23,1042.77,14,45.34,1,False,True,False,False
23,1057.71,0,45.99,0,False,False,True,False
24,99.95,2,4.16,0,False,True,False,False
5,2215.54,4,443.11,1,False,False,True,False
3,4419.54,21,1473.18,0,True,False,False,False
12,306.91,29,25.58,0,False,False,True,False
8,996.04,16,124.5,1,False,False,True,False
22,1584.92,29,72.04,1,False,False,True,False
27,3672.04,13,136.0,1,False,False,False,True
3,3221.15,8,1073.72,0,False,True,False,False
1,2108.92,29,2108.92,0,True,False,False,False
3,3807.39,2,1269.13,0,False,True,False,False
5,3067.67,25,613.53,1,False,True,False,False
15,4485.4,12,299.03,1,True,False,False,False
14,4099.23,2,292.8,0,False,False,False,True
3,1301.43,10,433.81,0,False,False,True,False
1,1393.62,1,1393.62,0,False,False,False,True
5,670.51,23,134.1,1,False,False,False,True
26,1717.98,14,66.08,1,False,False,True,False
23,4997.74,12,217.29,1,False,True,False,False
14,2058.47,18,147.03,1,False,False,True,False
7,1141.42,21,163.06,1,True,False,False,False
27,3824.29,15,141.64,1,False,False,True,False
9,2735.23,17,303.91,1,False,True,False,False
15,790.53,6,52.7,1,False,False,False,True
15,1934.41,12,128.96,1,False,False,False,True
26,2101.63,3,80.83,0,False,False,True,False
10,3781.46,8,378.15,1,True,False,False,False
28,152.32,29,5.44,0,False,True,False,False
13,1381.65,9,106.28,1,False,False,False,True
19,2612.1,8,137.48,1,False,False,True,False
7,1380.79,6,197.26,1,True,False,False,False
17,3160.75,14,185.93,1,True,False,False,False
20,2435.24,27,121.76,1,False,False,False,True
29,1840.47,7,63.46,1,False,False,False,True
4,4748.58,18,1187.14,0,False,True,False,False
5,3179.19,10,635.84,1,True,False,False,False
23,693.21,4,30.14,1,False,True,False,False
7,2822.45,1,403.21,0,True,False,False,False
13,3914.62,9,301.12,1,True,False,False,False
15,3557.02,15,237.13,1,False,False,True,False
11,901.84,22,81.99,1,False,False,False,True
29,4863.48,12,167.71,1,True,False,False,False
4,2271.63,7,567.91,0,False,True,False,False
13,837.17,8,64.4,1,False,False,False,True
7,941.97,10,134.57,1,False,True,False,False
27,536.26,10,19.86,1,False,False,False,True
19,4027.41,22,211.97,1,False,False,False,True
22,654.05,25,29.73,1,True,False,False,False
28,669.37,15,23.91,1,False,False,True,False
2,4259.83,9,2129.92,0,True,False,False,False
10,1755.79,28,175.58,1,False,False,False,True
13,202.75,23,15.6,0,True,False,False,False
25,306.88,11,12.28,0,True,False,False,False
21,753.74,24,35.89,1,False,False,False,True
6,1106.3,5,184.38,1,False,False,False,True
28,3342.47,27,119.37,1,True,False,False,False
28,828.77,11,29.6,1,True,False,False,False
12,638.43,9,53.2,1,True,False,False,False
12,3835.36,17,319.61,1,False,True,False,False
20,3371.72,17,168.59,1,True,False,False,False
11,2204.85,3,200.44,0,False,True,False,False
26,2769.08,8,106.5,1,False,False,True,False
23,1594.32,6,69.32,1,False,True,False,False
28,2438.38,17,87.08,1,True,False,False,False
25,2558.03,7,102.32,1,False,False,True,False
7,1966.82,10,280.97,1,False,True,False,False
1,4537.53,6,4537.53,0,False,True,False,False
1,129.51,8,129.51,0,False,False,False,True
25,3921.75,7,156.87,1,False,False,True,False
27,665.7,2,24.66,0,False,False,False,True
25,3997.86,16,159.91,1,False,False,True,False
20,3098.76,1,154.94,0,False,True,False,False
13,4224.23,14,324.94,1,False,False,False,True
9,532.7,13,59.19,1,True,False,False,False
3,2816.95,28,938.98,0,False,True,False,False
7,2530.39,17,361.48,1,False,False,True,False
6,3545.66,15,590.94,1,False,False,True,False
8,2694.74,19,336.84,1,False,False,False,True
27,2726.64,21,100.99,1,False,False,False,True
9,2176.5,3,241.83,0,False,False,True,False
5,1578.73,24,315.75,1,False,True,False,False
1,2437.21,19,2437.21,0,False,False,False,True
19,636.54,5,33.5,1,True,False,False,False
10,4809.49,5,480.95,1,False,False,True,False
12,3586.33,25,298.86,1,True,False,False,False
24,4764.71,10,198.53,1,False,False,True,False
15,1172.3,25,78.15,1,True,False,False,False
27,4402.74,16,163.06,1,False,True,False,False
22,4053.51,23,184.25,1,False,False,True,False
24,3401.9,27,141.75,1,False,True,False,False
9,3143.89,2,349.32,0,False,False,False,True
20,1616.92,12,80.85,1,False,False,True,False
17,4091.23,21,240.66,1,False,True,False,False
17,2532.5,2,148.97,0,True,False,False,False
26,400.91,15,15.42,0,False,True,False,False
20,1598.67,14,79.93,1,False,False,True,False
12,4679.72,10,389.98,1,False,True,False,False
7,4260.87,17,608.7,1,True,False,False,False
2,4910.43,14,2455.22,0,True,False,False,False
3,3158.57,4,1052.86,0,True,False,False,False
17,1275.17,15,75.01,1,False,False,False,True
5,855.93,29,171.19,1,False,False,True,False
17,975.23,15,57.37,1,True,False,False,False
24,147.99,16,6.17,0,False,False,False,True
17,1983.88,8,116.7,1,True,False,False,False
27,997.57,26,36.95,1,False,True,False,False
17,2087.69,22,122.81,1,False,False,True,False
2,4678.22,2,2339.11,0,False,True,False,False
2,2181.17,19,1090.58,0,False,False,False,True
28,4396.02,12,157.0,1,False,True,False,False
22,3047.25,21,138.51,1,False,True,False,False
23,1273.3,2,55.36,0,True,False,False,False
5,1811.48,27,362.3,1,False,True,False,False
1,465.4,6,465.4,0,True,False,False,False
1,1700.64,28,1700.64,0,True,False,False,False
19,3403.83,5,179.15,1,False,False,True,False
2,406.95,8,203.48,0,False,False,False,True
21,1066.74,11,50.8,1,False,False,False,True
12,1938.13,14,161.51,1,False,False,False,True
26,4911.15,20,188.89,1,True,False,False,False
6,3935.07,19,655.84,1,False,False,False,True
23,3680.76,2,160.03,0,True,False,False,False
4,625.15,9,156.29,0,False,False,True,False
23,3915.93,0,170.26,0,False,False,False,True
11,3937.08,18,357.92,1,True,False,False,False
24,3025.46,18,126.06,1,False,False,False,True
27,4952.29,22,183.42,1,False,False,False,True
17,1660.01,22,97.65,1,False,False,True,False
6,4709.3,12,784.88,1,False,True,False,False
24,4577.92,11,190.75,1,False,False,False,True
5,106.83,0,21.37,0,False,False,True,False
20,2278.08,18,113.9,1,False,False,False,True
2,4886.67,28,2443.34,0,False,False,False,True
6,560.45,23,93.41,1,False,False,False,True
22,2761.53,15,125.52,1,False,False,False,True
11,4895.84,24,445.08,1,False,True,False,False
16,2799.7,22,174.98,1,False,True,False,False
16,989.59,22,61.85,1,False,False,False,True
1,2931.81,27,2931.81,0,False,False,False,True
9,1061.98,14,118.0,1,False,False,True,False
28,2622.54,15,93.66,1,False,False,True,False
27,416.51,10,15.43,0,True,False,False,False
6,3047.14,23,507.86,1,False,True,False,False
16,2608.11,5,163.01,1,False,False,False,True
29,3713.8,10,128.06,1,False,True,False,False
3,3171.97,2,1057.32,0,False,False,True,False
20,2770.55,14,138.53,1,False,True,False,False
28,3464.41,0,123.73,0,False,True,False,False
27,762.51,6,28.24,1,False,False,False,True
4,2997.03,0,749.26,0,False,False,False,True
19,901.95,16,47.47,1,False,False,True,False
26,4631.33,8,178.13,1,False,False,False,True
3,388.25,28,129.42,0,False,False,True,False
19,2180.36,25,114.76,1,False,False,True,False
20,3494.2,22,174.71,1,True,False,False,False
7,2317.21,12,331.03,1,True,False,False,False
20,505.87,10,25.29,1,True,False,False,False
9,2789.23,28,309.91,1,False,True,False,False
1,3226.08,19,3226.08,0,True,False,False,False
8,3533.77,5,441.72,1,False,False,False,True
7,1897.64,0,271.09,0,False,False,False,True
18,2840.12,6,157.78,1,True,False,False,False
8,2280.9,11,285.11,1,False,True,False,False
1,3376.68,21,3376.68,0,False,False,True,False
11,2938.61,19,267.15,1,False,True,False,False
28,2652.49,22,94.73,1,False,True,False,False
25,1285.15,18,51.41,1,False,False,True,False
25,59.99,16,2.4,0,False,False,True,False
18,911.7,3,50.65,0,False,False,True,False
23,629.48,2,27.37,0,False,False,False,True
10,2272.97,0,227.3,0,False,False,True,False
3,3080.68,17,1026.89,0,False,False,True,False
7,1104.77,26,157.82,1,False,True,False,False
28,4698.33,20,167.8,1,False,True,False,False
16,83.08,14,5.19,0,True,False,False,False
26,3872.89,7,148.96,1,False,True,False,False
16,3144.76,0,196.55,0,False,False,True,False
25,1899.1,19,75.96,1,False,False,False,True
20,299.92,13,15.0,0,False,True,False,False
28,3156.06,3,112.72,0,False,True,False,False
17,1958.79,4,115.22,1,False,False,True,False
2,4684.52,22,2342.26,0,False,True,False,False
1,2732.85,12,2732.85,0,False,True,False,False
16,4701.27,27,293.83,1,False,False,True,False
12,1141.39,23,95.12,1,False,True,False,False
5,3642.34,14,728.47,1,False,False,False,True
5,3105.38,5,621.08,1,True,False,False,False
27,3710.07,0,137.41,0,False,True,False,False
23,1112.61,22,48.37,1,False,False,False,True
9,3341.72,18,371.3,1,False,True,False,False
9,2515.3,12,279.48,1,True,False,False,False
3,3726.98,28,1242.33,0,False,False,True,False
19,1668.87,28,87.84,1,True,False,False,False
16,4455.78,5,278.49,1,False,True,False,False
16,467.29,14,29.21,0,True,False,False,False
3,4045.59,15,1348.53,0,True,False,False,False
20,4313.53,23,215.68,1,False,False,True,False
24,4095.4,22,170.64,1,False,True,False,False
22,2588.0,15,117.64,1,True,False,False,False
24,2220.01,9,92.5,1,True,False,False,False
1,4981.5,21,4981.5,0,False,False,True,False
24,1184.4,8,49.35,1,False,False,False,True
20,2757.04,8,137.85,1,False,True,False,False
11,3369.84,16,306.35,1,False,False,False,True
17,3519.29,16,207.02,1,False,False,False,True
8,1059.92,16,132.49,1,False,False,True,False
4,3287.27,23,821.82,0,False,False,True,False
6,4100.93,11,683.49,1,False,True,False,False
8,297.59,12,37.2,0,False,False,False,True
20,4562.03,29,228.1,1,True,False,False,False
3,196.05,11,65.35,0,False,False,False,True
16,1812.06,13,113.25,1,False,False,True,False
25,128.28,9,5.13,0,True,False,False,False
3,431.87,22,143.96,0,True,False,False,False
25,4560.28,18,182.41,1,False,False,True,False
29,1806.56,28,62.3,1,True,False,False,False
18,2152.62,1,119.59,0,False,False,False,True
14,1115.95,3,79.71,0,False,False,True,False
18,3005.62,18,166.98,1,False,True,False,False
2,2994.28,6,1497.14,0,False,False,True,False
22,1892.39,25,86.02,1,False,True,False,False
3,1698.52,14,566.17,0,False,True,False,False
16,4430.57,14,276.91,1,False,False,True,False
29,1947.26,23,67.15,1,False,False,True,False
9,2492.83,5,276.98,1,False,True,False,False
4,1452.36,2,363.09,0,False,True,False,False
1,3944.51,5,3944.51,0,True,False,False,False
4,2017.37,15,504.34,0,False,False,True,False
1,2592.37,1,2592.37,0,False,False,True,False
14,1304.12,27,93.15,1,True,False,False,False
21,4938.91,6,235.19,1,False,False,True,False
16,1492.9,29,93.31,1,True,False,False,False
20,3865.18,10,193.26,1,True,False,False,False
24,2166.1,25,90.25,1,False,False,True,False
8,1070.78,29,133.85,1,False,False,False,True
7,4008.61,6,572.66,1,False,True,False,False
3,1701.35,3,567.12,0,False,False,True,False
17,4332.71,28,254.87,1,False,False,False,True
1,4580.52,23,4580.52,0,True,False,False,False
16,4306.13,19,269.13,1,False,False,False,True
12,223.29,6,18.61,0,False,False,True,False
27,3947.5,3,146.2,0,False,False,True,False
19,2086.13,28,109.8,1,False,False,False,True
22,4374.93,11,198.86,1,False,False,True,False
23,3207.87,4,139.47,1,False,True,False,False
22,4176.53,22,189.84,1,False,False,False,True
14,2522.19,28,180.16,1,True,False,False,False
6,2698.38,29,449.73,1,False,False,False,True
6,764.72,29,127.45,1,False,False,False,True
13,3930.74,28,302.36,1,False,False,False,True
19,2125.98,25,111.89,1,False,False,False,True
22,2525.4,18,114.79,1,True,False,False,False
8,3936.23,25,492.03,1,True,False,False,False
27,3014.28,4,111.64,1,True,False,False,False
27,1045.44,26,38.72,1,False,False,False,True
2,2971.65,29,1485.82,0,False,True,False,False
21,2067.78,18,98.47,1,False,True,False,False
1,2374.15,20,2374.15,0,True,False,False,False
28,190.14,29,6.79,0,False,True,False,False
15,1089.65,2,72.64,0,False,True,False,False
1,1441.14,26,1441.14,0,False,True,False,False
5,3579.15,25,715.83,1,False,True,False,False
28,106.89,10,3.82,0,False,True,False,False
29,2073.45,6,71.5,1,False,False,True,False
16,4623.93,28,289.0,1,True,False,False,False
19,603.81,16,31.78,1,False,False,False,True
4,2606.3,24,651.58,0,False,True,False,False
3,3943.29,8,1314.43,0,False,False,True,False
17,4715.53,20,277.38,1,False,False,False,True
17,3746.54,8,220.38,1,False,False,True,False
12,3616.8,9,301.4,1,False,True,False,False
28,4141.12,12,147.9,1,False,True,False,False
29,2258.7,14,77.89,1,False,True,False,False
14,4038.93,21,288.5,1,False,True,False,False
21,89.42,4,4.26,0,False,False,False,True
6,4626.58,28,771.1,1,False,False,False,True
3,2244.37,2,748.12,0,False,False,True,False
28,2789.23,26,99.62,1,True,False,False,False
9,1311.67,26,145.74,1,False,True,False,False
5,3725.53,7,745.11,1,False,False,True,False
24,429.35,19,17.89,0,False,False,True,False
29,4369.55,9,150.67,1,False,False,True,False
17,4149.18,12,244.07,1,False,True,False,False
14,1119.5,28,79.96,1,False,True,False,False
21,4056.16,2,193.15,0,False,False,True,False
3,3942.47,28,1314.16,0,False,True,False,False
28,3179.47,21,113.55,1,False,False,True,False
1,1898.92,7,1898.92,0,False,False,False,True
20,1393.92,28,69.7,1,False,True,False,False
29,1197.33,8,41.29,1,False,False,False,True
21,1627.11,29,77.48,1,True,False,False,False
23,4522.61,21,196.64,1,False,True,False,False
1,434.32,20,434.32,0,True,False,False,False
3,4152.91,11,1384.3,0,False,False,True,False
18,1777.01,10,98.72,1,False,True,False,False
25,2631.92,1,105.28,0,False,True,False,False
10,3982.7,17,398.27,1,False,True,False,False
22,4427.66,8,201.26,1,True,False,False,False
26,1756.67,1,67.56,0,True,False,False,False
3,2336.13,1,778.71,0,False,False,True,False
8,2101.85,2,262.73,0,False,False,False,True
14,115.59,15,8.26,0,False,False,False,True
24,1514.92,18,63.12,1,True,False,False,False
18,2322.99,3,129.05,0,False,True,False,False
15,2084.91,22,138.99,1,False,False,False,True
22,3623.55,24,164.71,1,False,False,False,True
23,1954.78,17,84.99,1,True,False,False,False
2,2472.41,19,1236.2,0,False,False,True,False
27,2176.56,24,80.61,1,True,False,False,False
10,3716.1,29,371.61,1,True,False,False,False
2,4321.71,17,2160.86,0,False,True,False,False
26,2682.85,9,103.19,1,True,False,False,False
17,3957.69,10,232.81,1,False,True,False,False
8,1519.09,28,189.89,1,False,False,True,False
1,2729.78,16,2729.78,0,False,True,False,False
9,1758.89,25,195.43,1,False,False,True,False
11,2100.29,23,190.94,1,False,False,True,False
22,3675.45,24,167.07,1,False,False,True,False
16,4414.23,22,275.89,1,True,False,False,False
7,651.4,23,93.06,1,False,True,False,False
29,3191.46,19,110.05,1,False,False,False,True
10,2931.61,15,293.16,1,True,False,False,False
23,636.15,19,27.66,1,False,False,True,False
26,1098.88,12,42.26,1,False,False,False,True
3,1589.46,1,529.82,0,True,False,False,False
18,876.31,23,48.68,1,False,False,False,True
25,1256.46,26,50.26,1,False,False,True,False
24,1374.62,1,57.28,0,False,False,False,True
13,1711.59,24,131.66,1,False,False,False,True
28,3759.48,13,134.27,1,False,False,True,False
26,2880.97,3,110.81,0,False,False,False,True
7,4931.92,16,704.56,1,True,False,False,False
25,2102.94,12,84.12,1,False,False,False,True
4,3781.63,3,945.41,0,False,True,False,False
13,4363.77,2,335.67,0,True,False,False,False
20,3410.94,11,170.55,1,False,False,False,True
1,2088.73,21,2088.73,0,False,True,False,False
8,3780.29,22,472.54,1,False,True,False,False
14,1058.15,7,75.58,1,False,True,False,False
16,1671.38,1,104.46,0,False,False,False,True
14,2756.09,5,196.86,1,False,False,True,False
12,2898.28,21,241.52,1,False,True,False,False
19,159.6,9,8.4,0,False,False,True,False
23,4728.32,11,205.58,1,True,False,False,False
15,3498.3,20,233.22,1,False,False,True,False
28,2503.73,9,89.42,1,False,False,True,False
2,4668.98,9,2334.49,0,False,False,True,False
2,2223.52,22,1111.76,0,False,False,True,False
23,4903.16,2,213.18,0,False,False,True,False
22,2585.81,19,117.54,1,True,False,False,False
19,615.71,9,32.41,1,True,False,False,False
25,3835.76,28,153.43,1,False,False,True,False
26,3410.54,8,131.17,1,False,False,True,False
29,3876.28,19,133.66,1,False,True,False,False
22,4759.64,18,216.35,1,True,False,False,False
26,3893.62,13,149.75,1,False,False,False,True
26,3076.12,1,118.31,0,True,False,False,False
22,4293.68,4,195.17,1,False,False,False,True
17,3382.57,19,198.97,1,False,True,False,False
20,2070.19,28,103.51,1,False,False,True,False
10,4433.82,28,443.38,1,False,True,False,False
6,1148.41,7,191.4,1,False,False,True,False
15,3587.47,6,239.16,1,True,False,False,False
22,4413.74,5,200.62,1,False,False,True,False
11,3670.02,10,333.64,1,False,False,False,True
28,3501.51,11,125.05,1,False,False,False,True
5,3775.56,17,755.11,1,False,True,False,False
1,2352.02,18,2352.02,0,True,False,False,False
8,4377.14,9,547.14,1,False,False,False,True
21,1057.01,24,50.33,1,False,True,False,False
28,680.56,28,24.31,1,True,False,False,False
12,1463.27,24,121.94,1,True,False,False,False
12,2681.31,20,223.44,1,False,True,False,False
5,2577.28,13,515.46,1,False,False,False,True
7,4111.96,2,587.42,0,False,False,False,True
4,2052.61,17,513.15,0,False,True,False,False
6,2447.5,23,407.92,1,False,False,False,True
13,116.17,14,8.94,0,False,True,False,False
20,2078.21,5,103.91,1,False,False,False,True
15,3256.48,9,217.1,1,False,False,False,True
3,126.77,26,42.26,0,False,True,False,False
23,1440.37,11,62.62,1,False,True,False,False
8,1079.38,6,134.92,1,False,False,False,True
20,257.83,16,12.89,0,False,True,False,False
16,2422.34,0,151.4,0,False,False,False,True
13,949.53,25,73.04,1,False,False,True,False
18,3728.25,17,207.12,1,True,False,False,False
28,4247.24,25,151.69,1,True,False,False,False
10,2750.65,14,275.06,1,False,False,False,True
19,4909.45,18,258.39,1,True,False,False,False
17,2279.87,27,134.11,1,False,False,False,True
24,2591.17,0,107.97,0,False,True,False,False
19,4946.63,29,260.35,1,False,False,True,False
28,1196.16,4,42.72,1,True,False,False,False
26,4715.6,14,181.37,1,True,False,False,False
23,262.05,2,11.39,0,False,True,False,False
26,2259.62,0,86.91,0,False,False,True,False
5,396.52,7,79.3,0,False,False,True,False
26,3659.71,11,140.76,1,False,False,True,False
21,3061.62,26,145.79,1,False,True,False,False
23,3547.84,21,154.25,1,True,False,False,False
9,1903.68,24,211.52,1,True,False,False,False
12,1878.94,18,156.58,1,False,False,True,False
21,274.33,24,13.06,0,False,True,False,False
1,1782.23,24,1782.23,0,False,True,False,False
26,4649.98,11,178.85,1,False,True,False,False
26,1927.17,12,74.12,1,False,False,True,False
1,4165.27,27,4165.27,0,False,True,False,False
15,4219.51,0,281.3,0,False,False,True,False
2,1897.54,18,948.77,0,False,False,True,False
22,3178.34,5,144.47,1,False,False,True,False
16,522.09,7,32.63,1,False,False,False,True
25,563.21,3,22.53,0,False,False,True,False
8,290.86,4,36.36,0,False,True,False,False
13,2926.02,24,225.08,1,False,False,False,True
21,2159.05,21,102.81,1,True,False,False,False
1,2762.76,27,2762.76,0,True,False,False,False
16,2629.31,6,164.33,1,False,True,False,False
29,1783.5,22,61.5,1,False,True,False,False
7,3403.49,3,486.21,0,False,True,False,False
5,3804.58,19,760.92,1,False,True,False,False
22,122.41,3,5.56,0,False,False,False,True
29,1075.85,29,37.1,1,False,True,False,False
23,3580.52,14,155.67,1,False,False,True,False
3,1963.77,26,654.59,0,True,False,False,False
12,3329.3,20,277.44,1,False,True,False,False
26,1767.47,4,67.98,1,False,False,True,False
16,1984.24,23,124.02,1,False,True,False,False
19,835.46,8,43.97,1,False,False,True,False
5,1328.24,1,265.65,0,False,False,False,True
22,3046.79,26,138.49,1,True,False,False,False
25,2194.16,6,87.77,1,True,False,False,False
29,3882.8,16,133.89,1,False,False,False,True
14,4270.3,15,305.02,1,False,False,True,False
28,2731.15,16,97.54,1,False,True,False,False
5,3803.42,19,760.68,1,False,False,True,False
15,1569.18,25,104.61,1,True,False,False,False
17,2104.11,22,123.77,1,False,False,False,True
14,3578.25,1,255.59,0,False,False,False,True
20,1961.75,10,98.09,1,False,False,True,False
5,2963.1,1,592.62,0,False,False,True,False
12,967.6,0,80.63,0,False,False,False,True
16,3018.87,25,188.68,1,True,False,False,False
26,4314.49,1,165.94,0,False,True,False,False
26,4349.77,28,167.3,1,False,True,False,False
16,3635.5,22,227.22,1,False,False,True,False
21,3741.48,8,178.17,1,False,False,False,True
7,2811.74,21,401.68,1,False,False,False,True
4,2944.11,25,736.03,0,False,False,False,True
